Image,Asymmetry,Border Irregularity,Color Variation,Diameter
segmented_images\ISIC_0024338.jpg,0.0,0.0,191.2398357780612,0.0
segmented_images\ISIC_0024339.jpg,0.0,1.2732395447351625,235.09337133290813,251.6285542622993
segmented_images\ISIC_0024340.jpg,0.0,0.0,185.53262515943877,0.0
segmented_images\ISIC_0024341.jpg,0.0,1.2732395447351625,214.66836734693877,251.6285542622993
segmented_images\ISIC_0024342.jpg,0.0,0.0,203.03541533801018,0.0
segmented_images\ISIC_0024343.jpg,0.0,1.2763632274582606,187.07758689413265,251.62222918747275
segmented_images\ISIC_0024344.jpg,0.0,0.0,234.60548867984693,0.0
segmented_images\ISIC_0024345.jpg,0.0,7.052745549205712,173.53376116071428,1.5957691216057308
segmented_images\ISIC_0024346.jpg,0.0,0.0,221.20904416454079,0.0
segmented_images\ISIC_0024347.jpg,0.0,1.2732395447351625,221.06166294642856,251.6285542622993
segmented_images\ISIC_0024348.jpg,0.0,0.0,206.15074936224488,0.0
segmented_images\ISIC_0024349.jpg,0.0,1.2732395447351625,170.738600127551,251.6285542622993
segmented_images\ISIC_0024350.jpg,0.0,1.2732395447351625,231.7595065369898,251.6285542622993
segmented_images\ISIC_0024351.jpg,0.0,1.2732395447351625,166.03764748086732,251.6285542622993
segmented_images\ISIC_0024352.jpg,0.0,1.2732395447351625,241.8424147002551,251.6285542622993
segmented_images\ISIC_0024353.jpg,0.0,1.2732395447351625,224.70045440051018,251.6285542622993
segmented_images\ISIC_0024354.jpg,0.0,0.0,188.2972935267857,0.0
segmented_images\ISIC_0024355.jpg,0.0,1.2732395447351625,232.91314572704079,251.6285542622993
segmented_images\ISIC_0024356.jpg,0.0,7.052745549205712,218.16994180484693,1.5957691216057308
segmented_images\ISIC_0024357.jpg,0.0,0.0,195.87980309311223,0.0
segmented_images\ISIC_0024358.jpg,0.0,0.0,218.43929368622446,0.0
segmented_images\ISIC_0024359.jpg,0.0,1.2732395447351625,192.76955117984693,251.6285542622993
segmented_images\ISIC_0024360.jpg,0.0,16.35186466350477,240.03318319515304,1.381976597885342
segmented_images\ISIC_0024361.jpg,0.0,1.2732395447351625,175.83087531887753,251.6285542622993
segmented_images\ISIC_0024362.jpg,0.0,1.2732395447351625,188.28204719387753,251.6285542622993
segmented_images\ISIC_0024363.jpg,0.0,0.0,173.1068638392857,0.0
segmented_images\ISIC_0024364.jpg,0.0,1.2732395447351625,234.3717115752551,251.6285542622993
segmented_images\ISIC_0024365.jpg,0.0,1.2732395447351625,150.816725127551,251.6285542622993
segmented_images\ISIC_0024366.jpg,0.0,1.2732395447351625,229.04057716836732,251.6285542622993
segmented_images\ISIC_0024367.jpg,0.0,0.0,215.83725286989795,0.0
segmented_images\ISIC_0024368.jpg,0.0,0.0,181.446607940051,0.0
segmented_images\ISIC_0024369.jpg,0.0,1.2838554230077415,211.0346580038265,251.6133738155953
segmented_images\ISIC_0024370.jpg,0.0,1.2732395447351625,199.69138632015304,251.6285542622993
segmented_images\ISIC_0024371.jpg,0.0,7.052745549205712,186.90479512117346,1.5957691216057308
segmented_images\ISIC_0024372.jpg,0.0,0.0,182.99665178571428,0.0
segmented_images\ISIC_0024373.jpg,0.0,1.3127490138722562,235.23058832908163,251.579214461395
segmented_images\ISIC_0024374.jpg,0.0,1.2732395447351625,196.82507573341834,251.6285542622993
segmented_images\ISIC_0024375.jpg,0.0,0.0,180.62330596301018,0.0
segmented_images\ISIC_0024376.jpg,0.0,1.2944906349585048,235.3169842155612,251.60072274368136
segmented_images\ISIC_0024377.jpg,0.0,0.0,227.6480787627551,0.0
segmented_images\ISIC_0024378.jpg,0.0,0.0,224.19732541454079,0.0
segmented_images\ISIC_0024379.jpg,0.0,1.2732395447351625,221.92562181122446,251.6285542622993
segmented_images\ISIC_0024380.jpg,0.0,0.0,219.12029655612244,0.0
segmented_images\ISIC_0024381.jpg,0.0,0.0,183.95717075892856,0.0
segmented_images\ISIC_0024382.jpg,0.0,0.0,183.75388632015304,0.0
segmented_images\ISIC_0024383.jpg,0.0,1.2732395447351625,191.75312898596937,251.6285542622993
segmented_images\ISIC_0024384.jpg,0.0,0.0,224.9799705038265,0.0
segmented_images\ISIC_0024385.jpg,0.0,0.0,208.91033561862244,0.0
segmented_images\ISIC_0024386.jpg,0.0,7.957746882212686,47.78200733418367,1.5957691216057308
segmented_images\ISIC_0024387.jpg,0.0,0.0,229.4573102678571,0.0
segmented_images\ISIC_0024388.jpg,0.0,0.0,122.95151068239795,0.0
segmented_images\ISIC_0024389.jpg,0.0,0.0,241.0496053890306,0.0
segmented_images\ISIC_0024390.jpg,0.0,1.2732395447351625,179.85082509566325,251.6285542622993
segmented_images\ISIC_0024391.jpg,0.0,0.0,175.1854472257653,0.0
segmented_images\ISIC_0024392.jpg,0.0,1.2732395447351625,195.5240553252551,251.6285542622993
segmented_images\ISIC_0024393.jpg,0.0,1.2732395447351625,240.81074617346937,251.6285542622993
segmented_images\ISIC_0024394.jpg,0.0,0.0,155.3448860012755,0.0
segmented_images\ISIC_0024395.jpg,0.0,1.8552459484049375,163.81676498724488,0.7978845608028654
segmented_images\ISIC_0024396.jpg,0.0,0.0,216.6351442920918,0.0
segmented_images\ISIC_0024397.jpg,0.0,0.0,154.03370137117346,0.0
segmented_images\ISIC_0024398.jpg,0.0,1.2732395447351625,244.43937340561223,251.6285542622993
segmented_images\ISIC_0024399.jpg,0.0,1.2732395447351625,216.95023517219386,251.6285542622993
segmented_images\ISIC_0024400.jpg,0.0,0.0,177.9145408163265,0.0
segmented_images\ISIC_0024401.jpg,0.0,1.2732395447351625,206.74535634566325,251.6285542622993
segmented_images\ISIC_0024402.jpg,0.0,0.0,168.11623086734693,0.0
segmented_images\ISIC_0024403.jpg,0.0,6.202357552210694,204.0721659757653,0.7978845608028654
segmented_images\ISIC_0024404.jpg,0.0,1.2732395447351625,244.76462850765304,251.6285542622993
segmented_images\ISIC_0024405.jpg,0.0,1.2732395447351625,232.52182318239795,251.6285542622993
segmented_images\ISIC_0024406.jpg,0.0,1.2732395447351625,235.17468510841834,251.6285542622993
segmented_images\ISIC_0024407.jpg,0.0,1.2732395447351625,240.64303651147958,251.6285542622993
segmented_images\ISIC_0024408.jpg,0.0,0.0,243.31114477040813,0.0
segmented_images\ISIC_0024409.jpg,0.0,0.0,222.0018534757653,0.0
segmented_images\ISIC_0024410.jpg,0.0,1.299317116119897,234.21416613520407,251.5956621367971
segmented_images\ISIC_0024411.jpg,0.0,0.0,197.8008410395408,0.0
segmented_images\ISIC_0024412.jpg,0.0,0.0,134.55905213647958,0.0
segmented_images\ISIC_0024413.jpg,0.0,1.2732395447351625,218.9271763392857,251.6285542622993
segmented_images\ISIC_0024414.jpg,0.0,0.0,214.73951690051018,0.0
segmented_images\ISIC_0024415.jpg,0.0,0.0,127.01211734693877,0.0
segmented_images\ISIC_0024416.jpg,0.0,0.0,189.27305883290813,0.0
segmented_images\ISIC_0024417.jpg,0.0,1.2732395447351625,232.35919563137753,251.6285542622993
segmented_images\ISIC_0024418.jpg,0.0,1.2756312858978638,244.62741151147958,251.62602425144775
segmented_images\ISIC_0024419.jpg,0.0,1.2732395447351625,236.3079958545918,251.6285542622993
segmented_images\ISIC_0024420.jpg,0.0,0.0,215.59331154336732,0.0
segmented_images\ISIC_0024421.jpg,0.0,0.0,165.0974569515306,0.0
segmented_images\ISIC_0024422.jpg,0.0,0.0,198.05494658801018,0.0
segmented_images\ISIC_0024423.jpg,0.0,1.2781024269325685,229.2641900510204,251.61590395364763
segmented_images\ISIC_0024424.jpg,0.0,0.0,163.66938376913265,0.0
segmented_images\ISIC_0024425.jpg,0.0,0.0,169.9508729272959,0.0
segmented_images\ISIC_0024426.jpg,0.0,0.0,190.1675103635204,0.0
segmented_images\ISIC_0024427.jpg,0.0,1.2732395447351625,203.84347098214283,251.6285542622993
segmented_images\ISIC_0024428.jpg,0.0,1.2732395447351625,223.3638592155612,251.6285542622993
segmented_images\ISIC_0024429.jpg,0.0,1.2732395447351625,177.18779894770407,251.6285542622993
segmented_images\ISIC_0024430.jpg,0.0,1.2756312858978638,230.3873365752551,251.62602425144775
segmented_images\ISIC_0024431.jpg,0.0,0.0,235.76420998086732,0.0
segmented_images\ISIC_0024432.jpg,0.0,0.0,199.76761798469386,0.0
segmented_images\ISIC_0024433.jpg,0.0,1.2732395447351625,237.91902503188774,251.6285542622993
segmented_images\ISIC_0024434.jpg,0.0,1.2732395447351625,228.57810507015304,251.6285542622993
segmented_images\ISIC_0024435.jpg,0.0,0.0,197.48575015943877,0.0
segmented_images\ISIC_0024436.jpg,0.0,0.0,228.87286750637753,0.0
segmented_images\ISIC_0024437.jpg,0.0,1.2732395447351625,249.23180404974488,251.6285542622993
segmented_images\ISIC_0024438.jpg,0.0,0.0,166.31208147321428,0.0
segmented_images\ISIC_0024439.jpg,0.0,0.0,186.49314413265304,0.0
segmented_images\ISIC_0024440.jpg,0.0,1.2862314947424816,215.51199776785714,251.6133738155953
segmented_images\ISIC_0024441.jpg,0.0,1.3094598144871747,199.81335698341834,251.5690922804978
segmented_images\ISIC_0024442.jpg,0.0,1.2732395447351625,213.98228236607142,251.6285542622993
segmented_images\ISIC_0024443.jpg,0.0,0.0,155.74637276785714,0.0
segmented_images\ISIC_0024444.jpg,0.0,1.2732395447351625,221.80873325892856,251.6285542622993
segmented_images\ISIC_0024445.jpg,0.0,0.0,223.2469706632653,0.0
segmented_images\ISIC_0024446.jpg,0.0,0.0,178.80391023596937,0.0
segmented_images\ISIC_0024447.jpg,0.0,0.0,217.58041693239795,0.0
segmented_images\ISIC_0024448.jpg,0.0,0.0,166.56618702168365,0.0
segmented_images\ISIC_0024449.jpg,0.0,0.0,161.12832828443877,0.0
segmented_images\ISIC_0024450.jpg,0.0,0.0,246.84829400510202,0.0
segmented_images\ISIC_0024451.jpg,0.0,1.3167862497096343,160.9047154017857,251.5855406176484
segmented_images\ISIC_0024452.jpg,0.0,1.3035863362951505,224.59881218112244,251.4539237942971
segmented_images\ISIC_0024453.jpg,0.0,0.0,201.14995216836732,0.0
segmented_images\ISIC_0024454.jpg,0.0,0.0,170.86057079081633,0.0
segmented_images\ISIC_0024455.jpg,0.0,1.2756825923084296,241.52732382015304,251.620964153428
segmented_images\ISIC_0024456.jpg,0.0,1.2732395447351625,228.99483816964283,251.6285542622993
segmented_images\ISIC_0024457.jpg,0.0,0.0,195.7679966517857,0.0
segmented_images\ISIC_0024458.jpg,0.0,1.2732395447351625,167.67408721301018,251.6285542622993
segmented_images\ISIC_0024459.jpg,0.0,0.0,151.83822943239795,0.0
segmented_images\ISIC_0024460.jpg,0.0,1.2732395447351625,227.19068877551018,251.6285542622993
segmented_images\ISIC_0024461.jpg,0.0,0.0,176.19678730867346,0.0
segmented_images\ISIC_0024462.jpg,0.0,1.2732395447351625,171.27730389030611,251.6285542622993
segmented_images\ISIC_0024463.jpg,0.0,0.0,174.67215401785714,0.0
segmented_images\ISIC_0024464.jpg,0.0,0.0,161.46882971938774,0.0
segmented_images\ISIC_0024465.jpg,0.0,1.2732395447351625,187.03693000637753,251.6285542622993
segmented_images\ISIC_0024466.jpg,0.0,0.0,197.6382134885204,0.0
segmented_images\ISIC_0024467.jpg,0.0,0.0,238.16296635841834,0.0
segmented_images\ISIC_0024468.jpg,0.0,0.0,168.2534478635204,0.0
segmented_images\ISIC_0024469.jpg,0.0,0.0,199.7523716517857,0.0
segmented_images\ISIC_0024470.jpg,0.0,0.0,145.95822704081633,0.0
segmented_images\ISIC_0024471.jpg,0.0,0.0,158.6685865752551,0.0
segmented_images\ISIC_0024472.jpg,0.0,0.0,181.3246372767857,0.0
segmented_images\ISIC_0024473.jpg,0.0,0.0,222.95220822704079,0.0
segmented_images\ISIC_0024474.jpg,0.0,0.0,136.53599330357142,0.0
segmented_images\ISIC_0024475.jpg,0.0,1.2404715104421389,233.52808115433672,1.7841241161527712
segmented_images\ISIC_0024476.jpg,0.0,0.0,180.06427375637753,0.0
segmented_images\ISIC_0024477.jpg,0.0,0.0,191.31606744260202,0.0
segmented_images\ISIC_0024478.jpg,0.0,1.2732395447351625,240.35335618622446,251.6285542622993
segmented_images\ISIC_0024479.jpg,0.0,1.2732395447351625,231.5765505420918,251.6285542622993
segmented_images\ISIC_0024480.jpg,0.0,0.0,216.24382174744898,0.0
segmented_images\ISIC_0024481.jpg,0.0,0.0,235.8607700892857,0.0
segmented_images\ISIC_0024482.jpg,0.0,0.0,169.7526705994898,0.0
segmented_images\ISIC_0024483.jpg,0.0,1.2732395447351625,221.26494738520407,251.6285542622993
segmented_images\ISIC_0024484.jpg,0.0,1.2808595384162456,212.42715640943877,251.57794921105508
segmented_images\ISIC_0024485.jpg,0.0,1.3028032548309185,242.25406568877548,251.5855406176484
segmented_images\ISIC_0024486.jpg,0.0,1.2732395447351625,246.48746412627548,251.6285542622993
segmented_images\ISIC_0024487.jpg,0.0,1.2732395447351625,237.51753826530611,251.6285542622993
segmented_images\ISIC_0024488.jpg,0.0,1.2756312858978638,226.03704958545916,251.62602425144775
segmented_images\ISIC_0024489.jpg,0.0,0.0,245.11021205357142,0.0
segmented_images\ISIC_0024490.jpg,0.0,0.0,235.54567920918365,0.0
segmented_images\ISIC_0024491.jpg,0.0,0.0,216.0710299744898,0.0
segmented_images\ISIC_0024492.jpg,0.0,1.2732395447351625,242.63014190051018,251.6285542622993
segmented_images\ISIC_0024493.jpg,0.0,0.0,140.22560586734693,0.0
segmented_images\ISIC_0024494.jpg,0.0,1.2732395447351625,183.8148716517857,251.6285542622993
segmented_images\ISIC_0024495.jpg,0.0,1.2732395447351625,249.02851961096937,251.6285542622993
segmented_images\ISIC_0024496.jpg,0.0,1.2732395447351625,214.5311503507653,251.6285542622993
segmented_images\ISIC_0024497.jpg,0.0,1.2732395447351625,215.62380420918365,251.6285542622993
segmented_images\ISIC_0024498.jpg,0.0,0.0,248.02734374999997,0.0
segmented_images\ISIC_0024499.jpg,0.0,1.2756312858978638,225.84392936862244,251.62602425144775
segmented_images\ISIC_0024500.jpg,0.0,1.2732395447351625,237.0550661670918,251.6285542622993
segmented_images\ISIC_0024501.jpg,0.0,1.2732395447351625,222.68793845663262,251.6285542622993
segmented_images\ISIC_0024502.jpg,0.0,1.2732395447351625,232.63871173469386,251.6285542622993
segmented_images\ISIC_0024503.jpg,0.0,1.2732395447351625,232.02377630739795,251.6285542622993
segmented_images\ISIC_0024504.jpg,0.0,1.2732395447351628,208.4173708545918,1.1283791670955126
segmented_images\ISIC_0024505.jpg,0.0,0.0,200.72305484693877,0.0
segmented_images\ISIC_0024506.jpg,0.0,1.2732395447351625,231.18014588647958,251.6285542622993
segmented_images\ISIC_0024507.jpg,0.0,1.2732395447351625,213.21488360969386,251.6285542622993
segmented_images\ISIC_0024508.jpg,0.0,1.2904355175951332,193.6538384885204,251.5994576015029
segmented_images\ISIC_0024509.jpg,0.0,1.2732395447351625,223.34353077168365,251.6285542622993
segmented_images\ISIC_0024510.jpg,0.0,1.2732395447351625,204.21954719387753,251.6285542622993
segmented_images\ISIC_0024511.jpg,0.0,7.052745549205712,202.58310746173467,1.5957691216057308
segmented_images\ISIC_0024512.jpg,0.0,1.2732395447351625,181.2026666135204,251.6285542622993
segmented_images\ISIC_0024513.jpg,0.0,1.2732395447351625,211.42089843749997,251.6285542622993
segmented_images\ISIC_0024514.jpg,0.0,1.292002877012189,223.85174186862244,251.6108436521005
segmented_images\ISIC_0024515.jpg,0.0,0.0,210.35365513392856,0.0
segmented_images\ISIC_0024516.jpg,0.0,42.35703161073884,182.72729990433672,1.5957691216057308
segmented_images\ISIC_0024517.jpg,0.0,0.0,179.7796755420918,0.0
segmented_images\ISIC_0024518.jpg,0.0,1.2732395447351625,189.5424107142857,251.6285542622993
segmented_images\ISIC_0024519.jpg,0.0,0.0,242.56915656887753,0.0
segmented_images\ISIC_0024520.jpg,0.0,1.2732395447351625,204.59562340561223,251.6285542622993
segmented_images\ISIC_0024521.jpg,0.0,0.0,230.0824099170918,0.0
segmented_images\ISIC_0024522.jpg,0.0,0.0,192.5713488520408,0.0
segmented_images\ISIC_0024523.jpg,0.0,0.0,117.05117984693877,0.0
segmented_images\ISIC_0024524.jpg,0.0,1.2732395447351625,244.38347018494895,251.6285542622993
segmented_images\ISIC_0024525.jpg,0.0,0.0,160.34060108418367,0.0
segmented_images\ISIC_0024526.jpg,0.0,1.2732395447351625,223.77042809311223,251.6285542622993
segmented_images\ISIC_0024527.jpg,0.0,1.3337471309698978,205.64762037627548,251.55137748384618
segmented_images\ISIC_0024528.jpg,0.0,1.2732395447351625,235.40338010204079,251.6285542622993
segmented_images\ISIC_0024529.jpg,0.0,1.2756569385872658,194.59402901785714,251.62349421515756
segmented_images\ISIC_0024530.jpg,0.0,0.0,224.82242506377548,0.0
segmented_images\ISIC_0024531.jpg,0.0,0.0,204.76841517857142,0.0
segmented_images\ISIC_0024532.jpg,0.0,0.0,232.52690529336732,0.0
segmented_images\ISIC_0024533.jpg,0.0,1.2732395447351625,234.89008689413262,251.6285542622993
segmented_images\ISIC_0024534.jpg,0.0,0.0,133.08523995535714,0.0
segmented_images\ISIC_0024535.jpg,0.0,1.2732395447351625,154.53683035714283,251.6285542622993
segmented_images\ISIC_0024536.jpg,0.0,1.286309103239751,235.34239477040813,251.60578324878045
segmented_images\ISIC_0024537.jpg,0.0,0.0,200.31140385841834,0.0
segmented_images\ISIC_0024538.jpg,0.0,0.0,131.50470344387753,0.0
segmented_images\ISIC_0024539.jpg,0.0,0.0,188.95288584183672,0.0
segmented_images\ISIC_0024540.jpg,0.0,1.2732395447351625,235.45420121173467,251.6285542622993
segmented_images\ISIC_0024541.jpg,0.0,1.2732395447351625,241.37994260204079,251.6285542622993
segmented_images\ISIC_0024542.jpg,0.0,1.2732395447351625,248.10865752551018,251.6285542622993
segmented_images\ISIC_0024543.jpg,0.0,1.2845640478644156,181.59907126913265,251.61210873702825
segmented_images\ISIC_0024544.jpg,0.0,1.2732395447351625,163.00362723214283,251.6285542622993
segmented_images\ISIC_0024545.jpg,0.0,73.95551078592963,174.37739158163265,0.7978845608028654
segmented_images\ISIC_0024546.jpg,0.0,1.2732395447351625,201.22110172193877,251.6285542622993
segmented_images\ISIC_0024547.jpg,0.0,0.0,191.75821109693877,0.0
segmented_images\ISIC_0024548.jpg,0.0,1.8552459484049375,241.01403061224488,0.7978845608028654
segmented_images\ISIC_0024549.jpg,0.0,1.2862314947424816,224.47684151785714,251.6133738155953
segmented_images\ISIC_0024550.jpg,0.0,0.0,191.89542809311223,0.0
segmented_images\ISIC_0024551.jpg,0.0,0.0,184.34849330357142,0.0
segmented_images\ISIC_0024552.jpg,0.0,1.2732395447351625,182.29023836096937,251.6285542622993
segmented_images\ISIC_0024553.jpg,0.0,1.3250919321683416,206.91306600765304,251.57794921105508
segmented_images\ISIC_0024554.jpg,0.0,0.0,151.78232621173467,0.0
segmented_images\ISIC_0024555.jpg,0.0,0.0,173.03063217474488,0.0
segmented_images\ISIC_0024556.jpg,0.0,0.0,239.16414221938774,0.0
segmented_images\ISIC_0024557.jpg,0.0,1.2732395447351625,194.9040377869898,251.6285542622993
segmented_images\ISIC_0024558.jpg,0.0,1.2732395447351625,189.41027582908163,251.6285542622993
segmented_images\ISIC_0024559.jpg,0.0,0.0,172.75619818239795,0.0
segmented_images\ISIC_0024560.jpg,0.0,0.0,220.65509406887753,0.0
segmented_images\ISIC_0024561.jpg,0.0,1.2732395447351625,239.87055564413262,251.6285542622993
segmented_images\ISIC_0024562.jpg,0.0,1.2967305037910042,216.53350207270407,251.58680582981052
segmented_images\ISIC_0024563.jpg,0.0,1.2732395447351625,192.81529017857142,251.6285542622993
segmented_images\ISIC_0024564.jpg,0.0,0.0,206.11517458545916,0.0
segmented_images\ISIC_0024565.jpg,0.0,0.0,219.03390066964283,0.0
segmented_images\ISIC_0024566.jpg,0.0,0.0,196.28637197066325,0.0
segmented_images\ISIC_0024567.jpg,0.0,1.2732395447351625,232.73018973214283,251.6285542622993
segmented_images\ISIC_0024568.jpg,0.0,1.2732395447351625,231.2563775510204,251.6285542622993
segmented_images\ISIC_0024569.jpg,0.0,1.3334510593752738,227.0992107780612,251.56782697924882
segmented_images\ISIC_0024570.jpg,0.0,1.2732395447351625,198.0498644770408,251.6285542622993
segmented_images\ISIC_0024571.jpg,0.0,0.0,188.38877152423467,0.0
segmented_images\ISIC_0024572.jpg,0.0,6.302374871364082,176.77106584821428,3.5682482323055424
segmented_images\ISIC_0024573.jpg,0.0,0.0,196.74884406887753,0.0
segmented_images\ISIC_0024574.jpg,0.0,1.2732395447351625,231.97295519770407,251.6285542622993
segmented_images\ISIC_0024575.jpg,0.0,0.0,163.23740433673467,0.0
segmented_images\ISIC_0024576.jpg,0.0,1.2732395447351625,238.37641501913262,251.6285542622993
segmented_images\ISIC_0024577.jpg,0.0,1.2732395447351625,239.13364955357142,251.6285542622993
segmented_images\ISIC_0024578.jpg,0.0,1.2732395447351625,226.87051578443877,251.6285542622993
segmented_images\ISIC_0024579.jpg,0.0,0.0,203.42165577168365,0.0
segmented_images\ISIC_0024580.jpg,0.0,1.2732395447351625,233.3197146045918,251.6285542622993
segmented_images\ISIC_0024581.jpg,0.0,0.0,237.5632772640306,0.0
segmented_images\ISIC_0024582.jpg,0.0,0.0,198.06511080994898,0.0
segmented_images\ISIC_0024583.jpg,0.0,1.2732395447351625,193.81138392857142,251.6285542622993
segmented_images\ISIC_0024584.jpg,0.0,1.2732395447351625,222.2457948022959,251.6285542622993
segmented_images\ISIC_0024585.jpg,0.0,1.2732395447351625,209.94200414540813,251.6285542622993
segmented_images\ISIC_0024586.jpg,0.0,0.0,239.70792809311223,0.0
segmented_images\ISIC_0024587.jpg,0.0,0.0,109.82950015943877,0.0
segmented_images\ISIC_0024588.jpg,0.0,0.0,216.46743463010202,0.0
segmented_images\ISIC_0024589.jpg,0.0,0.0,207.19258211096937,0.0
segmented_images\ISIC_0024590.jpg,0.0,0.0,179.454420440051,0.0
segmented_images\ISIC_0024591.jpg,0.0,1.2732395447351625,210.2875876913265,251.6285542622993
segmented_images\ISIC_0024592.jpg,0.0,0.0,139.59034199617346,0.0
segmented_images\ISIC_0024593.jpg,0.0,1.2732395447351625,175.5513592155612,251.6285542622993
segmented_images\ISIC_0024594.jpg,0.0,1.2732395447351625,243.05195711096937,251.6285542622993
segmented_images\ISIC_0024595.jpg,0.0,0.0,184.5111208545918,0.0
segmented_images\ISIC_0024596.jpg,0.0,1.2732395447351625,225.82360092474488,251.6285542622993
segmented_images\ISIC_0024597.jpg,0.0,0.0,213.79932637117346,0.0
segmented_images\ISIC_0024598.jpg,0.0,1.2780253197819103,239.58087531887753,251.62349421515756
segmented_images\ISIC_0024599.jpg,0.0,0.0,191.3262316645408,0.0
segmented_images\ISIC_0024600.jpg,0.0,0.0,171.74994021045916,0.0
segmented_images\ISIC_0024601.jpg,0.0,1.2732395447351625,227.12970344387753,251.6285542622993
segmented_images\ISIC_0024602.jpg,0.0,0.0,225.90999681122446,0.0
segmented_images\ISIC_0024603.jpg,0.0,1.2732395447351625,215.58314732142856,251.6285542622993
segmented_images\ISIC_0024604.jpg,0.0,0.0,142.65485491071428,0.0
segmented_images\ISIC_0024605.jpg,0.0,1.2732395447351625,227.4752869897959,251.6285542622993
segmented_images\ISIC_0024606.jpg,0.0,0.0,175.51578443877548,0.0
segmented_images\ISIC_0024607.jpg,0.0,1.2732395447351625,217.15860172193877,251.6285542622993
segmented_images\ISIC_0024608.jpg,0.0,1.2732395447351625,163.71004065688774,251.6285542622993
segmented_images\ISIC_0024609.jpg,0.0,0.0,182.10220025510202,0.0
segmented_images\ISIC_0024610.jpg,0.0,1.2732395447351625,239.76891342474488,251.6285542622993
segmented_images\ISIC_0024611.jpg,0.0,0.0,135.67711654974488,0.0
segmented_images\ISIC_0024612.jpg,0.0,1.2750355359153187,245.7810507015306,251.58807103561
segmented_images\ISIC_0024613.jpg,0.0,1.35787888718871,249.27246093749997,251.54631588423436
segmented_images\ISIC_0024614.jpg,0.0,1.2732395447351625,216.08119419642856,251.6285542622993
segmented_images\ISIC_0024615.jpg,0.0,1.2732395447351625,251.4171117665816,251.6285542622993
segmented_images\ISIC_0024616.jpg,0.0,0.0,181.93957270408163,0.0
segmented_images\ISIC_0024617.jpg,0.0,0.0,170.83516023596937,0.0
segmented_images\ISIC_0024618.jpg,0.0,0.0,213.62653459821428,0.0
segmented_images\ISIC_0024619.jpg,0.0,0.0,174.91101323341834,0.0
segmented_images\ISIC_0024620.jpg,0.0,1.2732395447351625,219.53702965561223,251.6285542622993
segmented_images\ISIC_0024621.jpg,0.0,1.345089833150603,208.44786352040813,251.51974081513222
segmented_images\ISIC_0024622.jpg,0.0,1.2732395447351625,224.71061862244895,251.6285542622993
